objectid,date,tests,positives,hospitalized,icu,deaths,newcases,age_9,age10_19,age40_49,age50_59,age60_69,age70_79,age80_plus,ageunknow,age20_29,genderfemale,gendermale,gendeunk,age30_39,globalid,newtests,rolling_perc_pos_cases,notes
189,2020-07-15 8:00:00,469332,21855,2127,558,465,409,661,1525,3144,3096,1924,1014,886,20,5429,11131,10589,135,4156,{78A539CE-8718-4CA0-AA65-CE152C98E318},10434,6.0241946,
190,2020-07-16 8:00:00,478546,22489,2154,562,472,634,682,1581,3241,3192,1969,1028,895,20,5617,11462,10892,135,4264,{DDA874B6-C719-4556-A88B-9CFCA58F17FC},9224,6.05048453,
191,2020-07-17 8:00:00,488836,23114,2180,567,478,625,695,1645,3320,3296,2010,1046,907,21,5780,11791,11192,131,4394,{2DF80561-5DCA-4A21-8F1E-8C23F6639452},10290,6.0308397,
192,2020-07-18 8:00:00,497779,23682,2203,571,478,568,714,1699,3405,3375,2051,1062,916,24,5925,12079,11502,101,4511,{182FFFD5-FC62-427B-8D46-5839CDEE5DB7},8943,5.9919544,
193,2020-07-19 8:00:00,505663,24135,2215,575,478,453,721,1735,3479,3442,2089,1075,917,25,6047,12324,11724,87,4605,{7E8BABE1-56E5-4D5E-A62B-E69F6106BB04},7884,6.1346792,
194,2020-07-20 8:00:00,514693,24520,2237,578,487,385,730,1773,3537,3496,2110,1086,923,25,6160,12508,11923,89,4680,{7AF37BA4-A3BC-43C7-9937-51FF101F57EA},9030,5.7943676,
195,2020-07-21 8:00:00,522973,25107,2279,592,505,587,754,1827,3621,3580,2150,1104,933,24,6328,12817,12204,86,4786,{513A2056-CE1C-4510-8598-2BDFAE85A528},8280,6.0300965,
196,2020-07-22 8:00:00,531277,25608,2309,599,512,501,770,1879,3702,3644,2210,1118,947,26,6444,13082,12441,85,4868,{7624F56E-6428-445D-AE6F-B7A24FD81AB2},8304,6.0133686,
197,2020-07-23 8:00:00,538251,26098,2330,602,524,490,786,1932,3777,3708,2237,1132,960,25,6564,13321,12692,85,4977,{E268B07A-D13C-4B6D-BCDF-431557FF310C},6974,6.1115,
198,2020-07-24 8:00:00,554680,26701,2364,606,533,603,806,1994,3865,3799,2276,1151,987,24,6727,13624,12981,96,5072,{049FAA89-8C1F-491A-B98A-81125A004CE4},16429,5.7935046,
199,2020-07-25 8:00:00,562185,26984,2391,614,533,283,821,2017,3908,3833,2303,1159,996,28,6793,13774,13105,105,5126,{31A565B9-E98D-419F-B6AE-E3CF6A530C44},7505,5.6205734,
200,2020-07-26 8:00:00,568641,27507,2405,618,533,523,841,2057,3979,3892,2361,1188,1016,29,6931,14034,13343,130,5213,{455C88A3-33C6-4CF3-9FC7-00E65F0A4759},6456,5.7073385,
202,2020-07-27 8:00:00,575264,28005,2430,626,547,498,859,2098,4039,3951,2402,1198,1024,29,7097,14277,13596,132,5308,{95B9C3D3-8999-403F-B282-B1F677AA480B},6623,5.70298,
203,2020-07-28 8:00:00,582163,28287,2459,632,552,282,872,2122,4078,4002,2418,1205,1032,29,7179,14419,13740,128,5350,{3209D8E5-7E05-4C83-B970-4076EC8E21CA},6899,5.5493815,
204,2020-07-29 8:00:00,590401,28668,2486,638,558,381,886,2166,4130,4055,2449,1210,1038,28,7287,14620,13922,126,5419,{1B57F1FA-DC68-4D3F-8DEC-C3E24852D4EC},8238,5.626905,
205,2020-07-30 8:00:00,599467,29048,2521,642,561,380,894,2205,4198,4099,2477,1223,1041,28,7396,14833,14099,116,5487,{3BC32395-ED0F-4B0A-AC55-A78F73788230},9066,5.4242026,
206,2020-07-31 8:00:00,608628,29577,2551,650,565,529,911,2255,4277,4167,2514,1238,1050,27,7543,15137,14324,116,5595,{2D5F90C5-EE79-4670-A255-4463FDD3FDF1},9161,5.395185,
207,2020-08-01 8:00:00,614283,29883,2577,652,565,306,927,2284,4335,4199,2538,1250,1053,27,7618,15316,14459,108,5652,{33D5F0EB-21A9-4CE2-A07F-7FD01F4C1BA2},5655,5.322564,
208,2020-08-02 8:00:00,620819,30226,2599,656,565,343,942,2317,4383,4247,2563,1270,1062,28,7692,15488,14614,124,5722,{A29FDB35-AECA-44E5-BDAA-49CABBA38F29},6536,5.2893466,
209,2020-08-03 8:00:00,624987,30516,2627,662,568,290,946,2359,4416,4288,2588,1277,1067,28,7770,15641,14769,106,5777,{688A40EC-E5F6-454D-984B-0502DEE75CD1},4168,5.4363791,
210,2020-08-04 8:00:00,631968,30864,2655,666,578,348,958,2406,4468,4326,2619,1285,1078,30,7858,15802,14958,104,5836,{D6DC6F4F-A197-4CC8-9A94-8866C75BFD61},6981,5.2818937,
211,2020-08-05 8:00:00,643074,31127,2681,674,583,263,963,2436,4509,4360,2649,1292,1085,30,7922,15936,15094,97,5881,{FD517C24-3304-4CB8-8038-CC071CF3C6D7},11106,4.9366262,
212,2020-08-06 8:00:00,654575,31779,2712,681,586,652,990,2499,4604,4445,2692,1301,1091,30,8105,16298,15377,104,6022,{7202291E-76DD-4E56-9E58-59CA4726AF51},11501,4.8837729,
213,2020-08-07 8:00:00,664047,32330,2730,682,593,551,1007,2563,4690,4511,2737,1321,1106,32,8243,16590,15624,116,6120,{1906CCFD-7239-4DA3-B8F1-C926F0C95ACC},9472,5.1468907,
214,2020-08-08 8:00:00,670283,32747,2745,687,594,417,1023,2603,4746,4585,2765,1337,1120,32,8337,16796,15829,122,6199,{6BB4D3FA-B18D-4209-AA1E-498D7F67D5D0},6236,5.3312735,
215,2020-08-09 8:00:00,677853,32975,2752,689,594,228,1026,2623,4788,4615,2784,1353,1128,30,8387,16921,15936,118,6241,{2DA44749-4B06-4846-BAA0-2939D6AB07ED},7570,5.0067758,
216,2020-08-10 8:00:00,683522,33157,2771,694,602,182,1029,2643,4808,4638,2798,1360,1134,30,8435,17016,16027,114,6282,{32800185-6311-4AE5-9B6F-D3FA51F2F454},5669,4.7590016,
217,2020-08-11 8:00:00,690861,33393,2792,696,608,236,1051,2674,4829,4670,2819,1362,1139,32,8496,17135,16151,107,6321,{672092D3-EC55-4D52-9253-58451AE23952},7339,4.6974185,
218,2020-08-12 8:00:00,698881,33659,2809,699,615,266,1060,2699,4875,4709,2835,1374,1141,32,8571,17274,16281,104,6363,{852DDC26-5738-4EE6-BC7E-3CE7D7BFEDDF},8020,4.60084808,
219,2020-08-13 8:00:00,708389,34065,2823,703,622,406,1080,2741,4933,4765,2871,1384,1148,31,8672,17492,16471,102,6440,{5A974A2C-2DE4-4595-B4E5-18F32AEC9986},9508,4.60084808,
220,2020-08-14 8:00:00,719657,34344,2835,710,626,279,1088,2759,4985,4814,2898,1391,1154,33,8730,17627,16614,103,6492,{D999DE1C-A450-4D07-9B36-C3F635E55605},11268,4.2934729,
221,2020-08-15 8:00:00,726704,34678,2856,715,626,334,1107,2786,5026,4862,2923,1402,1162,32,8828,17811,16758,109,6550,{0A9EC3A3-B5C8-4011-99FC-0616D426F5FB},7047,4.2652,
223,2020-08-16 8:00:00,733081,34960,2868,716,626,282,1121,2809,5070,4897,2948,1411,1166,34,8902,17956,16891,113,6602,{8901916B-2CB1-403D-BAB3-38F73197B8EF},6377,4.2169,
224,2020-08-17 8:00:00,738665,35162,2890,719,633,202,1128,2827,5101,4935,2962,1412,1172,34,8948,18056,16996,110,6643,{02C60DC1-D971-4CDC-A4C2-BCDF9B222733},5584,4.0869825,
225,2020-08-18 8:00:00,745446,35376,2916,723,638,214,1142,2850,5130,4964,2979,1422,1181,33,8994,18156,17112,108,6681,{52886B98-7B28-4C38-82A9-A71DED566915},6781,3.9761011,
226,2020-08-19 8:00:00,755311,35608,2930,726,644,232,1147,2876,5174,5001,2993,1431,1189,33,9051,18276,17225,107,6713,{156FBE12-15B2-423A-B983-644FDA7A3D93},9865,3.9924446,
227,2020-08-20 8:00:00,761878,35912,2946,726,652,304,1163,2891,5222,5050,3023,1440,1197,31,9118,18429,17378,105,6777,{172CCCB2-8D1D-43C0-A6D3-9C2619A77911},6567,3.8517096,
228,2020-08-21 8:00:00,770702,36203,2961,728,660,291,1171,2909,5270,5086,3055,1447,1207,31,9199,18581,17515,107,6828,{83A5CA76-5BC6-49B3-AC30-FACD41BB6482},8824,3.6313347,
229,2020-08-22 8:00:00,777485,36540,2978,729,660,337,1186,2939,5309,5138,3082,1462,1221,31,9294,18760,17673,107,6878,{E7DEF210-29DB-46F2-AA36-B25C6A023674},6783,3.5381803,
230,2020-08-23 8:00:00,784836,36727,2989,733,660,187,1195,2963,5331,5153,3097,1468,1222,34,9350,18854,17766,107,6914,{3A5201E1-82B5-430B-9FA3-6F8BED5A91FC},7351,3.5070993,
231,2020-08-24 8:00:00,790370,36994,3006,736,665,267,1203,2983,5376,5184,3130,1482,1224,33,9405,19001,17890,103,6974,{283F2381-C33B-4146-A4AF-4E99E64FD30C},5534,3.5910827,
232,2020-08-25 8:00:00,798697,37222,3022,738,668,228,1212,3004,5408,5216,3146,1498,1234,33,9459,19134,17986,102,7012,{0795754C-97DD-4A51-948A-72720EA240E7},8327,3.5507623,
233,2020-08-26 8:00:00,803932,37499,3040,738,673,277,1226,3035,5450,5248,3165,1505,1243,29,9535,19283,18114,102,7063,{5831313C-6B9D-4944-8280-D3017728C871},5235,3.65536739,
234,2020-08-27 8:00:00,812753,37784,3065,746,676,285,1243,3068,5484,5290,3185,1517,1254,31,9602,19408,18271,105,7110,{7C881CA4-E4AD-474B-A763-3ABBD01C7279},8821,3.5634893,
235,2020-08-28 8:00:00,819549,38047,3083,749,679,263,1261,3091,5518,5320,3211,1526,1265,31,9666,19542,18405,100,7158,{75FFF710-F400-4217-9FE7-EF75AE14B116},6796,3.7070036,
236,2020-08-29 8:00:00,824909,38300,3099,750,682,253,1272,3114,5557,5360,3232,1536,1270,31,9717,19656,18542,102,7211,{BA2184E6-52C0-4681-BB6A-7997ABCD0D6F},5360,3.6882032,
237,2020-08-30 8:00:00,830640,38604,3111,750,682,304,1283,3147,5608,5406,3254,1544,1276,31,9795,19814,18686,104,7260,{564BD929-0A56-4413-8AD5-411ECD66E531},5731,3.7351756,
238,2020-08-31 8:00:00,837626,38871,3125,755,688,267,1287,3180,5653,5434,3276,1556,1290,34,9855,19950,18819,102,7306,{1D5823EF-6466-47DE-9F11-71B81D64025C},6986,3.7479411,
239,2020-09-01 8:00:00,845232,39121,3142,760,695,250,1294,3237,5690,5471,3289,1563,1296,33,9909,20095,18922,104,7339,{0D8A7154-B80A-48C5-83E4-C0A18A13251E},7606,3.7530315,
240,2020-09-02 8:00:00,854263,39446,3169,767,700,325,1305,3309,5731,5509,3309,1573,1311,31,9988,20261,19086,99,7380,{FD255622-BCEE-4CEA-88C9-ECE39CBDF6F6},9031,3.87648233,
241,2020-09-03 8:00:00,861817,39899,3194,768,701,453,1320,3412,5788,5555,3334,1589,1317,32,10117,20479,19312,108,7435,{7965F319-6459-4DA4-8CDD-3DA92BB4EAAB},7554,3.98943355,
242,2020-09-04 8:00:00,869262,40342,3199,768,704,443,1331,3511,5847,5611,3359,1605,1321,32,10224,20684,19549,109,7501,{6BA03562-0646-421F-B29E-AB7C7E34C8DA},7445,4.1994724,
243,2020-09-05 8:00:00,873533,40650,3214,772,707,308,1339,3594,5873,5641,3372,1611,1324,32,10321,20858,19680,112,7543,{9963F15E-664C-495A-BDB7-7E57FB5B6DA4},4271,4.27910444,
244,2020-09-07 8:00:00,885048,41077,3232,779,709,211,1346,3685,5940,5697,3399,1624,1340,34,10418,21069,19898,110,7594,{583E646A-810D-4ACE-84B6-465EBFC086A5},4727,4.3347123,
245,2020-09-06 8:00:00,880321,40866,3225,777,708,216,1346,3629,5919,5672,3388,1616,1330,33,10364,20965,19788,113,7569,{EB1D16C5-D8A2-483F-AAE1-4B7518731E5C},6788,4.3125119,
246,2020-09-08 8:00:00,880321,41324,3237,773,721,247,1351,3728,5972,5722,3419,1632,1343,34,10493,21179,20035,110,7630,{407E67B6-999D-4CF4-9254-EAC378C41528},4566,4.5123038,
247,2020-09-09 8:00:00,897915,41608,3253,775,725,284,1362,3830,5995,5754,3434,1643,1351,38,10542,21325,20173,110,7659,{4C5A4AAD-D2E0-4ACF-B538-F3917A43155D},8311,4.3720672,
248,2020-09-10 8:00:00,907123,41969,3266,775,730,361,1378,3894,6042,5795,3456,1656,1355,35,10637,21489,20368,112,7721,{87BFD444-16C0-4465-975D-46027BDCBB3A},9208,4.43467203,
249,2020-09-11 8:00:00,915654,42414,3278,777,734,445,1394,3959,6107,5843,3482,1671,1363,33,10758,21687,20616,111,7804,{D6CC361E-530F-4501-9322-DCEA65FCB745},8531,4.5439883,
250,2020-09-12 8:00:00,923935,42679,3296,781,734,265,1408,4006,6147,5885,3503,1676,1371,34,10815,21827,20739,113,7834,{9EC94CE9-FF0F-40EB-B034-EBF93FE8E5B3},8281,4.422071,
251,2020-09-13 8:00:00,929856,42887,3306,781,734,208,1408,4038,6171,5915,3518,1688,1378,33,10873,21927,20845,115,7865,{81C8F0FF-DE3B-4732-A627-35FBB9920C99},5921,4.3168441,
252,2020-09-14 8:00:00,935825,43181,3335,784,742,294,1419,4094,6208,5947,3548,1697,1384,35,10937,22080,20986,115,7912,{B891668C-A583-4F09-A9A1-6BE59FF34560},5969,4.3890467,
253,2020-09-15 8:00:00,944469,43445,3349,787,748,264,1423,4142,6242,5976,3575,1705,1392,35,11002,22212,21118,115,7953,{4456F487-0C35-4D33-81F6-8120D840AC8B},8644,4.3890467,
254,2020-09-16 8:00:00,953964,43619,3366,791,754,174,1436,4172,6259,6000,3590,1713,1397,35,11036,22289,21217,113,7981,{484A9F89-B18B-4019-A622-A092F5D7573F},9495,4.18551468,
255,2020-09-17 8:00:00,964199,44007,3381,793,757,388,1448,4231,6307,6048,3612,1735,1405,35,11119,22476,21416,115,8067,{C1DC74A7-1F4A-4DB4-92A2-C488FAB9CD66},10235,4.01242405,
256,2020-09-18 8:00:00,973462,44293,3395,796,760,286,1464,4278,6338,6092,3632,1743,1415,35,11187,22628,21551,114,8119,{6699015C-BD85-41D4-8457-73F633682360},9263,3.7917466,
257,2020-09-19 8:00:00,982559,44577,3404,800,760,284,1471,4347,6376,6121,3644,1748,1420,36,11260,22787,21675,115,8154,{97A02E0E-6F80-467D-B161-B06575511E6F},9097,3.6018931,
258,2020-09-20 8:00:00,988933,44925,3418,801,760,348,1499,4399,6418,6160,3676,1766,1428,36,11341,22965,21846,114,8202,{199917DF-2B21-4ED8-B095-F3B673B4CC6E},6374,3.7371561,
259,2020-09-21 8:00:00,997063,45147,3435,809,765,222,1507,4430,6454,6181,3699,1772,1428,36,11400,23095,21939,113,8240,{63C6EB61-5B65-499C-BACB-6500227F2E2B},8130,3.63344194,
260,2020-09-22 8:00:00,1002154,45425,3450,813,767,278,1514,4473,6495,6223,3722,1787,1440,37,11464,23235,22076,114,8270,{56ED46B1-0BEF-4A74-8C22-CF04CFD4C5AF},5091,3.6437139,
261,2020-09-23 8:00:00,1015763,45596,3460,814,773,171,1524,4487,6521,6244,3744,1792,1442,37,11503,23321,22162,113,8302,{2321C951-D659-40C2-96B7-49E06CE31A27},13609,3.840201,
262,2020-09-24 8:00:00,1023476,46001,3473,817,775,405,1544,4542,6573,6297,3773,1799,1446,36,11604,23526,22358,117,8387,{D9B14520-8FAD-4A86-A057-FA526047AE60},7713,3.46531675,
263,2020-09-25 8:00:00,1023476,46331,3483,814,775,330,1567,4592,6622,6342,3972,1808,1445,36,11688,23702,22507,122,8439,{2B18AB0B-0B19-47DD-A146-AA2353FB52F4},7713,3.3269348,
264,2020-09-26 8:00:00,1041940,46610,3497,816,776,279,1585,4627,6649,6376,3824,1822,1453,37,11753,23854,22635,121,8484,{FA2BD993-3859-4C88-B8D1-3D18B2D328A5},8550,3.3269348,
266,2020-09-27 8:00:00,1047950,46734,3502,816,776,124,1585,4647,6665,6399,3830,1828,1456,37,11769,23912,22698,124,8518,{194DB15C-B85E-49A4-B8D3-59C7E5647A45},6010,3.2575745,
267,2020-09-28 8:00:00,1056947,46985,3515,817,781,251,1595,4671,6705,6443,3849,1840,1463,38,11822,24052,22808,125,8559,{04433A02-5E83-4388-9750-88CF21FE58BB},8997,3.1406351,
268,2020-09-29 8:00:00,1067656,47180,3525,822,783,195,1609,4695,6740,6459,3859,1847,1468,39,11871,24143,22914,123,8593,{01702A2E-6EC5-43D3-BD8D-5A4755851486},10709,3.0373509,
269,2020-09-30 8:00:00,1079365,47485,3545,828,792,305,1610,4730,6785,6506,3882,1857,1476,37,11947,24297,23065,123,8655,{5AEA382A-CAD1-4E3C-8B84-77848BCDB841},11709,3.08291002,
270,2020-10-01 8:00:00,1088581,47791,3554,829,794,306,1625,4761,6828,6542,3903,1873,1483,38,12027,24442,23228,121,8711,{30964334-5360-42BC-B33C-5C7822A96A82},9216,3.04224083,
271,2020-10-02 8:00:00,1097724,48200,3560,830,798,409,1640,4805,6878,6596,3927,1890,1502,38,12128,24659,23419,122,8796,{CF2F888C-A48E-40C3-8EA3-0979E9CA87E3},9143,3.1496888,
272,2020-10-03 8:00:00,1106521,48436,3575,831,803,236,1650,4831,6910,6624,3946,1899,1507,38,12192,24785,23527,124,8839,{436928E7-2984-41B8-81DD-BC16253F85BA},8797,3.118535,
273,2020-10-04 8:00:00,1113098,48660,3585,832,803,224,1662,4860,6941,6658,3959,1908,1510,38,12245,24908,23630,122,8879,{49B882D7-1BCB-496A-BF66-F72A4E531002},6577,3.0133848,
274,2020-10-05 8:00:00,1121886,48821,3602,833,806,161,1666,4876,6957,6677,3967,1915,1518,39,12282,25003,23695,123,8924,{6CCA1557-897A-43CE-9DE4-CF643C42AEAE},8788,2.9485173,
275,2020-10-06 8:00:00,1132501,49175,3626,839,813,354,1678,4911,7006,6729,3992,1937,1530,40,12366,25185,23864,126,8986,{1CEC47CE-F7EA-4ADC-91F4-3652E88FCF52},10615,2.8817558,
276,2020-10-07 8:00:00,1143416,49466,3646,849,819,291,1694,4941,7049,6754,4014,1951,1539,39,12442,25335,24005,126,9043,{54DB278B-E782-4641-AF6F-158E1480EC4B},10915,3.0316561,
277,2020-10-08 8:00:00,1198765,49823,3652,848,821,357,1711,4978,7104,6800,4046,1965,1543,39,12546,25509,24187,127,9091,{91C30DC8-9907-49B1-BB0A-403FEFC502EB},55349,2.8571642,
278,2020-10-09 8:00:00,1210136,50143,3670,849,825,320,1730,5011,7151,6836,4076,1973,1550,40,12623,25673,24343,127,9153,{2DF48EB3-1B65-4B38-BB1A-778201828FDA},11371,2.8235364,
279,2020-10-10 8:00:00,1220011,50551,3681,851,826,408,1747,5047,7207,6896,4113,1983,1556,42,12742,25887,24535,129,9218,{08113080-9205-4537-9F14-E7FD64B3DA8F},9875,2.8907161,
280,2020-10-11 8:00:00,1227584,50746,3692,854,826,195,1759,5066,7237,6921,4123,1989,1561,43,12794,25993,24652,128,9253,{E9FDD5A3-2B3E-476B-A27D-64E742CA42C3},7573,2.909439,
281,2020-10-12 8:00:00,1237662,51024,3702,857,840,278,1767,5091,7273,6974,4146,2003,1562,44,12860,26132,24760,132,9304,{FCEEAA4D-3F81-4A99-9FE3-2553932E4150},10078,2.901684,
282,2020-10-13 8:00:00,1247324,51327,3710,858,844,303,1785,5120,7329,7002,4159,2014,1567,43,12922,26269,24926,132,9386,{815893F2-5527-49B7-B216-092750F577D9},9662,3.00185308,
283,2020-10-14 8:00:00,1255639,51470,3720,862,847,143,1799,5140,7350,7033,4177,2022,1570,42,12951,26371,24968,131,9386,{A01CF1B7-8CF5-4C63-89BF-7B8C0E3CA8B1},8315,2.9572406,
284,2020-10-15 8:00:00,1262363,51781,3740,865,850,311,1821,5170,7383,7066,4212,2042,1576,43,13022,26535,25115,131,9446,{DB7EBEC0-9610-4D11-A127-7D341C33AA0B},6724,3.0167395,
285,2020-10-16 8:00:00,1281786,51982,3752,869,853,201,1835,5194,7414,7085,4232,2049,1580,44,13072,26643,25209,130,9477,{AA976C89-24CB-4619-9E03-3D78BAF70FFE},19423,2.6532531,
286,2020-10-17 8:00:00,1281786,52355,3763,870,853,373,1860,5234,7484,7132,4262,2062,1583,44,13153,26847,25374,134,9541,{0957AC7F-EB1C-4342-B5A4-952631E63B9B},19423,2.6846511,
287,2020-10-18 8:00:00,1302869,52735,3770,872,853,380,1882,5275,7541,7173,4299,2075,1588,45,13249,27040,25564,131,9608,{8B997226-1E55-4D44-9D9A-523B1709A032},8850,2.7487167,
288,2020-10-19 8:00:00,1302869,53000,3788,876,857,265,1891,5308,7582,7208,4321,2088,1595,45,13310,27171,25696,133,9652,{547628D4-866A-452A-AC3B-ED5B23E74B58},8850,2.8127587,
289,2020-10-20 8:00:00,1322428,53263,3800,879,863,263,1908,5333,7608,7238,4348,2092,1601,44,13383,27300,25829,134,9708,{FFBD2C3E-40DF-4E74-8C0F-B5306006B245},10449,2.754587,
290,2020-10-21 8:00:00,1342067,53498,3815,882,866,235,1921,5352,7645,7270,4366,2106,1606,45,13436,27421,25941,136,9751,{8ED98ACF-91A3-4CCD-B21B-06720B7798CB},19639,2.6524919,
291,2020-10-22 8:00:00,1354922,53928,3827,884,867,430,1948,5404,7719,7318,4404,2119,1611,43,13534,27648,26141,139,9828,{D362B364-81A1-4434-9F2B-CD2A8A72FE19},13360,2.7088736,
292,2020-10-23 8:00:00,1365706,54314,3842,885,868,386,1973,5447,7776,7376,4440,2127,1615,44,13613,27849,26326,139,9903,{F8F05C05-D112-46E8-AE3A-C87D4B10BC18},10784,2.7613,
293,2020-10-24 8:00:00,1376525,54583,3850,889,870,269,1995,5468,7820,7401,4455,2141,1624,44,13669,27980,26462,141,9966,{81BAF07A-4BA5-456A-ABD6-37FFCEBDF51F},10819,2.6544478,
294,2020-10-25 8:00:00,1384352,54941,3859,892,870,358,2016,5499,7865,7451,4484,2153,1640,45,13755,28167,26633,141,10033,{9AB1DF8A-4DE1-4412-993C-3BA57085B97F},7827,2.7571476,
295,2020-10-26 8:00:00,1394808,55210,3875,898,877,269,2033,5535,7904,7487,4502,2168,1645,44,13819,28314,26752,144,10073,{A73F8F4E-FDDB-4E38-B878-0FCFF1CC04C0},10456,2.7444141,
296,2020-10-27 8:00:00,1405924,55540,3883,905,881,330,2050,5564,7954,7528,4527,2181,1652,44,13893,28484,26912,144,10147,{D85AD607-AE06-48CA-AADF-D745F9DCE17F},11116,2.73603408,
297,2020-10-28 8:00:00,1419262,55898,3892,902,885,358,2068,5605,7998,7576,4561,2194,1669,45,13977,28677,27076,145,10205,{7F23838A-A2A4-4B3B-AE44-B1CE0531E393},13338,2.7848181,
298,2020-10-29 8:00:00,1434275,56369,3911,905,888,471,2085,5647,8065,7643,4597,2214,1676,45,14087,28902,27320,147,10310,{EED37B45-CE7A-4D38-A146-43BBEA9C0728},15013,2.74247732,
299,2020-10-30 8:00:00,1447154,56750,3922,905,891,381,2104,5669,8130,7698,4613,2226,1680,46,14188,29090,27514,146,10396,{01433EAC-00C9-4E66-B59C-1BA879A1D6C3},12879,2.9660964,
300,2020-10-31 8:00:00,1456644,57102,3932,908,891,352,2125,5704,8190,7749,4633,2236,1690,45,14261,29259,27692,151,10469,{FD84FFC6-A1C2-432A-840F-5716FE20C4D1},9490,3.0042973,
301,2020-11-01 8:00:00,1466892,57409,3944,914,891,307,2133,5731,8228,7795,4664,2256,1700,46,14333,29408,27853,148,10523,{4ED4A8B8-EA83-4C03-A2B5-760DB429CC6F},10248,2.9321539,
302,2020-11-02 8:00:00,1475092,57702,3968,918,901,293,2149,5755,8268,7835,4691,2268,1707,48,14402,29557,27996,149,10579,{C24B9A49-7CD6-4740-9D59-30F308D6A1E4},8200,,
303,2020-11-03 8:00:00,1490437,58106,3983,921,904,404,2169,5791,8326,7880,4720,2280,1717,50,14513,29762,28193,151,10660,{A11688EA-3713-4649-BC21-BCBB021E32A1},15345,2.9640555,
