objectid,date,tests,positives,hospitalized,icu,deaths,newcases,age_9,age10_19,age40_49,age50_59,age60_69,age70_79,age80_plus,ageunknow,age20_29,genderfemale,gendermale,gendeunk,age30_39,globalid,newtests,rolling_perc_pos_cases,notes
528,2021-05-25 8:00:00,4972307,279858,15387,1703,3755,73,15345,31162,39723,37380,23990,11294,8370,171,62664,142743,135155,1960,49759,{AD1442F3-8F77-473E-89EA-5AD5DF8463BA},12296,0.95677756,
529,2021-05-26 8:00:00,4985872,279959,15391,1703,3756,101,15360,31170,39732,37391,23998,11294,8373,171,62689,142790,135209,1960,49781,{B2E01E33-12EB-418B-BAB7-684B14B3E697},13565,0.91140455,
530,2021-05-27 8:00:00,4998516,280042,15397,1704,3756,83,15371,31182,39738,37404,24001,11297,8374,171,62709,142842,135243,1957,49795,{1B14BCBC-63D4-4DE1-9EFC-E9F101ED4615},12644,0.804141,
531,2021-05-28 8:00:00,5008709,280150,15402,1705,3756,108,15380,31192,39752,37420,24010,11299,8380,171,62738,142898,135296,1956,49808,{E39F512E-852A-49B8-8DED-514CFE9946FD},10193,0.799603,
533,2021-05-29 8:00:00,5015783,280208,15406,1706,3756,58,15387,31196,39759,37427,24013,11300,8380,171,62753,142926,135327,1955,49822,{303D22CF-2474-4D45-A452-739AFB87408D},7074,0.77284057,
534,2021-05-31 8:00:00,5026899,280304,15412,1706,3756,51,15398,31212,39765,37435,24018,11303,8378,171,62779,142972,135378,1954,49845,{785E00BE-1CB1-4F49-9F16-81AB152673CC},5233,0.7474894,
535,2021-05-30 8:00:00,5021666,280253,15409,1707,3756,45,15394,31203,39762,37431,24016,11301,8379,171,62760,142946,135352,1955,49836,{0B033256-FB73-4AD4-85D9-ABB503E1B50A},5883,0.7745056,
536,2021-06-01 8:00:00,5033204,280346,15412,1706,3760,42,15402,31218,39771,37436,24021,11304,8381,171,62787,142991,135401,19564,49855,{2F74B4F1-742B-41CB-907A-8560851116C8},6305,0.74584093,
538,2021-06-02 8:00:00,5046527,280429,15412,1707,3761,83,15415,31229,39776,37444,24024,11304,8383,170,62810,1423027,135448,1954,49874,{FDCD090C-13B4-4DBE-9C9A-8D5F9ED9C328},13323,0.70779935,
539,2021-06-03 8:00:00,5063964,280555,15434,1707,3763,126,15428,31255,39788,37456,24035,11314,8389,168,62828,143108,135500,1947,49894,{4EAB42C7-01CC-409C-88B1-AA318BE44F4B},17437,0.7268823,
540,2021-06-04 8:00:00,5074589,280675,15438,1709,3764,120,15439,31273,39807,37474,24044,11319,8389,168,62850,143166,135561,1948,49912,{6D895D91-9198-4020-BB3A-FD5065E39602},10625,0.7865734,
541,2021-06-05 8:00:00,5082967,280742,15441,1710,3764,67,15441,31279,39815,37480,24047,11322,8389,168,62876,143197,135597,1948,49925,{CD39C2AD-A118-48BD-8140-6225BFBFF046},8378,0.77025484,
542,2021-06-06 8:00:00,5088865,280807,15441,1711,3764,65,15443,31288,39824,37489,24048,11327,8393,168,62888,143225,135631,1951,49939,{2B9A7EEE-CA98-408A-83B7-1EB7C047E125},5898,0.80002342,
543,2021-06-07 8:00:00,5095536,280878,15447,1711,3764,71,15444,31298,39833,37495,24054,11327,8403,166,62907,143262,135670,1946,49951,{EE534376-32BB-473D-AF50-E84DE44DB084},6671,0.8064933,
544,2021-06-08 8:00:00,5106921,280940,15450,1711,3765,62,15448,31311,39836,37499,24060,11330,8404,166,62919,143294,135699,1947,49967,{44049496-F341-4911-B182-D72FE0A577A7},11385,0.8037797,
547,2021-06-09 8:00:00,5117664,281051,15456,1711,3766,111,15456,31327,39849,37514,24060,11333,8407,166,62958,143362,135740,1949,49981,{F53D40EB-8C6F-43DE-B1E3-DB2D7929551C},10743,0.82857836,
548,2021-06-10 8:00:00,5127809,281143,15460,1712,3768,92,15464,31336,39862,37517,24066,11336,8409,166,62994,143414,135780,1949,49993,{851D6280-6668-4DF4-B792-3CFAC1824E71},10145,0.8515542,
550,2021-06-11 8:00:00,5138443,281202,15461,1712,3770,59,15466,31342,39869,37519,24070,11338,8409,166,63021,143438,135816,1948,50002,{EB137DDF-9BCA-4F74-82D0-18B309D19E24},10634,0.81089,
551,2021-06-12 8:00:00,5146257,281267,15469,1712,3770,65,15469,31355,39875,37526,24073,11338,8410,166,63041,143464,135855,1948,50014,{7F7DC22C-BB69-41E7-AD3B-DF5A8DC56D2F},7814,0.81165596,
552,2021-06-13 8:00:00,5151848,281313,15467,1712,3770,46,15472,31359,39884,37535,24077,11339,8410,166,63053,143489,135875,1949,50018,{D100A292-1C8D-46C3-AAE9-B500097752A0},5591,0.81424467,
553,2021-06-14 8:00:00,5159453,281374,15476,1712,3770,61,15475,31364,39892,37544,24079,11340,8412,166,63069,143527,135898,1949,50033,{CA889815-980A-4776-874F-08B442CFDE44},7605,0.8072182,
554,2021-06-15 8:00:00,5168174,281422,15477,1712,3770,48,15482,31370,39904,37546,24079,11342,8414,166,63076,143548,135924,1950,50043,{EEB418B4-4FF5-48BE-AF93-3B6192D9D507},8721,0.79721419,
555,2021-06-16 8:00:00,5179329,281530,15487,1715,3771,108,15493,31379,39910,37560,24083,11348,8414,166,63116,143605,135975,1950,50061,{9EBFD576-D0D8-4A9A-9E11-0CDE772B40D4},11155,0.82905378,
556,2021-06-17 8:00:00,5188680,281607,15496,1717,3771,77,15498,31391,39925,37569,24084,11351,8414,166,63132,143642,136016,1949,50077,{7B708B84-82E3-4BF3-A091-2CF0E89DE139},9351,0.8435165,
558,2021-06-18 8:00:00,5196690,281681,15499,1717,3771,74,15507,31395,39939,37570,24088,11352,8414,166,63160,143674,136058,1949,50090,{09331258-9A86-416B-BE84-1637A1619DE0},8010,0.8239081,
559,2021-06-19 8:00:00,5203453,281749,15501,1717,3771,68,15510,31401,39949,37578,24092,11355,8415,166,63175,143708,136091,1950,50108,{8BF66052-9433-4AB5-8094-D268CA1722AC},6763,0.83578175,
560,2021-06-20 8:00:00,5209543,281810,15507,1717,3771,61,15513,31405,39956,37585,24096,11359,8416,166,63194,143736,136124,1950,50120,{A3A460E2-05A6-4BF4-AD31-40B39CD05227},6090,0.8311374,
562,2021-06-21 8:00:00,5215794,281866,15513,1717,3771,56,15515,31417,39961,37595,24100,11358,8416,166,63207,143763,136153,1950,50131,{83501FC2-6557-4790-9CB4-EBE41F93A8D0},6251,0.821567,
563,2021-06-22 8:00:00,5223738,281936,15515,1717,3777,70,15518,31431,39971,37603,24109,11359,8416,166,63221,143797,136189,1950,50142,{EE6A736A-7EB1-488B-8CC8-8D99917F5CAD},7944,0.85261563,
564,2021-06-23 8:00:00,5233245,282052,15516,1717,3778,116,15524,31454,39982,37618,24115,11362,8418,166,63251,143861,136240,1951,50162,{2D1BFA75-A08D-4C16-9F89-427292F6CF4E},9507,0.8660593,
565,2021-06-24 8:00:00,5241236,282156,15522,1717,3779,104,15527,31464,39997,37633,24121,11362,8419,165,63280,143909,136300,1947,50188,{43130A2B-1C3D-4604-8DF3-7AB569683252},7991,0.8930854,
566,2021-06-25 8:00:00,5248376,282262,15530,1717,3780,106,15541,31479,40005,37645,24127,11365,8422,165,63303,143954,136361,1947,50210,{B61940BA-DC9F-4E02-B4AA-092E9BCE894C},7132,0.9642237,
567,2021-06-26 8:00:00,5254876,282358,15537,1719,3780,96,15550,31487,40016,37664,24136,11369,8423,166,63321,143998,136412,1948,50226,{06453044-73DA-4B48-993F-81FFD226C5D4},6500,1.00428322,
568,2021-06-27 8:00:00,5260170,282416,15533,1720,3780,58,15557,31495,40026,37666,24137,11370,8422,166,63334,144042,136427,1947,50234,{FFD902FD-32BF-4FD4-A654-7155FD87D60B},5294,1.01826037,
569,2021-06-28 8:00:00,5265765,282498,15536,1721,3780,82,15561,31508,40036,37675,24142,11374,8423,166,63358,144074,136477,1947,50255,{A6E1AC77-7A65-4D4F-9102-6D710C7CAFD2},5595,1.057265,
570,2021-06-29 8:00:00,5272872,282582,15536,1721,3780,84,15572,31517,40040,37684,24148,11374,8426,165,63387,144122,136513,1947,50269,{E3119A25-7FD3-4C8E-B2BE-95A86181FD11},7107,1.10794858,
578,2021-07-06 8:00:00,5316152,283376,15577,1717,3782,99,15625,31594,40140,37774,24209,11402,8444,166,63588,144534,136892,1950,50434,{706AAAF7-2F8C-4CEC-A4DF-488F2ECFF458},3621,1.54738459,
579,2021-07-13 8:00:00,5366421,285268,15623,1710,3786,272,15752,31786,40367,37942,24317,11446,8461,163,64178,145460,137859,1949,50856,{D9443C3A-AEB2-478F-A51A-7E55EC84A06A},7097,2.86801569,
580,2021-07-20 8:00:00,5422365,288681,15700,1714,3787,521,16011,32186,40830,38242,24506,11531,8496,163,65164,147260,139463,1958,51552,{8A25E5E4-4FC2-4F90-BE07-6CBB62505376},7895,5.05022926,
581,2021-07-27 8:00:00,5492269,294176,15809,1726,3798,765,16507,32808,41584,38739,24825,11676,8568,163,66605,149957,142232,1987,52701,{0D95A494-D637-47E7-A921-330AD699F5FD},10090,7.14830589,
582,2021-08-03 8:00:00,5581620,301100,15913,1729,3805,908,17129,33661,42521,39367,25243,11861,8663,164,68333,153495,145558,2047,54158,{D1569CCD-7562-4323-8F0F-4821ABF9D941},11748,7.82330225,
583,2021-08-10 8:00:00,5689734,309406,16161,1738,3818,1134,17784,34701,43655,40285,25782,12131,8819,166,70323,157647,149643,2116,55760,{38E12EB5-43FD-4297-8031-818D98609DED},12103,7.79581192,
585,2021-08-17 8:00:00,5810844,318152,16283,1748,3834,1117,18615,35806,44851,41222,26374,12414,8970,175,72222,162015,153950,2187,57503,{7304293E-F6BA-464B-8C2A-13A6CB3945EF},16329,7.52320874,
586,2021-08-24 8:00:00,5933534,327166,16585,1762,3859,1327,19482,36960,46101,42197,27055,12710,9117,175,74173,166440,158418,2308,59196,{718C4BCC-21AD-4917-992D-51C857DB32AA},16915,7.27850697,
587,2021-08-31 8:00:00,6070392,335302,16832,1772,3908,949,20318,38171,47173,43073,27701,12974,9243,184,75777,170423,162481,2398,60688,{D025E075-2CF8-47AA-B8DC-B3DA37D5F393},17204,6.62574938,
590,2021-09-07 8:00:00,6194205,341437,17014,1791,3926,738,21035,39127,47962,43718,28124,13206,9366,181,76883,173490,165492,2455,61835,{A0633CA3-CA10-4C45-8F30-FD25C8F3BFA4},16451,5.53379547,
591,2021-09-14 8:00:00,6330999,346934,17355,1815,3983,742,21660,39990,48693,44296,28537,13392,9461,185,77877,176219,168181,2534,62843,{7EF70EE7-3AB4-4BA4-9B65-9542F7E089D5},17728,4.51446047,
592,2021-09-21 8:00:00,6439586,351134,17473,1822,4027,851,22131,40554,49294,44780,28858,13534,9537,188,78645,178302,170287,2545,63613,{8F4C5552-4A20-43FE-8149-3FEC37561232},23238,3.96281701,
594,2021-09-28 8:00:00,6590496,355872,17634,1831,4066,515,22589,41187,49985,45288,29267,13702,9641,189,79474,180636,172654,2582,64550,{FFE7F628-D2AE-4681-BA08-D6F82D6CAB4E},25017,3.3961857,
595,2021-10-05 8:00:00,6766498,359537,17729,1839,4104,387,23018,41651,50493,45681,29558,13852,9701,192,80141,182511,174413,2613,65250,{7D399597-2206-4796-B018-5E662373040F},22455,2.53615652,
596,2021-10-12 8:00:00,6894080,362618,17849,1844,4141,333,23419,42110,50909,46019,29843,13972,9746,192,80582,184009,175987,2622,65826,{071FB01A-88D5-4C76-8F4E-911A41BF845E},15149,2.26362391,
597,2021-10-19 8:00:00,7025970,365670,17965,1857,4178,441,23844,42608,51321,46366,30077,14071,9812,195,80995,185543,177469,2658,66381,{CEBFD1DA-2E0E-4651-935F-273BF28254A0},16255,2.44573596,
598,2021-10-26 8:00:00,7176940,369361,18094,1870,4207,549,24307,43129,51880,46779,30396,14208,9904,191,81533,187399,179282,2680,67034,{1439E549-D9BB-4F8E-B385-6A6FA2EEC65A},19703,2.40260199,
599,2021-11-02 8:00:00,7302888,372709,18174,1878,4241,499,24720,43535,52357,47149,30681,14335,9966,181,82142,189040,180981,2688,67643,{7DC9E0B0-6EE5-4079-B972-797066166405},17853,2.54588001,
600,2021-11-09 8:00:00,7432499,376114,18279,1889,4272,447,25163,44036,52888,47530,30930,14444,10006,166,82700,190777,182627,2710,68251,{8197BB5E-6B1A-4C84-8A4E-D549C51F73C1},15965,2.65692071,
601,2021-11-16 8:00:00,7547530,379251,18403,1897,4301,342,25538,44460,53348,47865,31192,14549,10054,165,83261,192346,184170,2735,68819,{AA2A65FF-2DF5-4BD3-8CF6-859B521AF907},15079,2.67656412,
602,2021-11-23 8:00:00,7671075,382450,18501,1903,4325,403,25934,44874,53812,48225,31444,14660,10108,165,83797,193930,185775,2745,69431,{FD1AF9B1-78BE-451D-A558-E1F3FE76F761},16209,2.64653611,
603,2021-11-30 8:00:00,7762531,385396,18599,1910,4346,622,26245,45257,54259,48579,31670,14774,10173,163,84268,195392,187246,2758,70008,{CF70CD63-C164-4E64-B7E3-6F6437DEB0EB},20172,2.86138204,
604,2021-12-07 8:00:00,7912248,390947,18729,1926,4369,562,26948,46107,55077,49218,32068,14946,10275,165,85134,198228,189925,2794,71009,{72A1F3B2-4F56-4516-83E7-9D47F210D62F},18673,3.47178167,
605,2021-12-14 8:00:00,8056746,395723,18866,1938,4395,646,27511,46797,55704,49773,32403,15107,10349,163,85930,200648,192244,2831,71986,{387858C3-7DDA-49CC-8F50-B6D944A45720},21767,3.44543956,
606,2021-12-21 8:00:00,8195818,403358,18982,1942,4434,1856,28232,47659,56693,50518,32871,15287,10431,171,87886,204565,195905,2888,73610,{E500A748-D3BD-40EB-82A0-D3C623F0883D},25714,4.31145749,
607,2021-12-28 8:00:00,8356092,420089,19058,1949,4461,3653,29419,49596,58976,52175,33757,15635,10587,180,92688,213347,203705,3037,77076,{B99558B7-1B1E-4FE1-9976-DCC2BE0CE344},28472,8.0722642,
608,2022-01-04 8:00:00,8537256,465607,19288,1951,4495,8204,33281,55471,65813,57229,36575,16748,11148,218,103234,237711,224487,3409,85890,{4FAD972C-78DC-4ECB-876A-DA8D455CB75F},24730,18.06306874,
609,2022-01-11 8:00:00,8851351,550639,19565,1970,4529,14734,41411,67476,77961,66017,41574,18783,12219,271,123101,282774,263446,4419,101826,{D7DA9E8E-C299-4822-89C3-C3B12B7D6247},46885,26.38543951,
610,2022-01-18 8:00:00,9123952,613632,19987,1977,4553,9382,49223,77299,86807,73082,45806,20604,13253,464,134299,315785,292681,5166,112795,{495BBE07-963F-489C-8C20-C792C30CC395},41506,26.38674884,
611,2022-01-25 8:00:00,9349486,675250,20503,1994,4622,6108,56927,86665,95525,80033,50140,22434,14252,666,144630,347969,321547,5734,123978,{E4964133-8018-48D0-8EA1-8F862FA78F04},25426,24.68066493,
612,2022-02-01 8:00:00,9599213,702789,20802,2016,4735,2925,60616,90969,99230,83074,52316,23452,14836,712,149006,362349,334355,6085,128578,{66F42119-7CB6-40C1-9AD7-25FD2A1FCA46},16768,18.60582056,
615,2022-02-08 8:00:00,9758966,719068,21215,2039,4854,2394,62894,93356,101390,84737,53568,24078,15245,719,151659,370704,342135,6229,131422,{6A1B4477-A4AF-41EB-BDF4-4061905CD7F8},12085,13.22677542,
616,2022-02-15 8:00:00,9899357,728287,21494,2048,4947,970,64108,94549,102633,85746,54350,24510,15508,724,153069,375454,346563,6270,133090,{D9EB95DE-0520-4F94-A060-73906ABF4C51},9386,9.53375713,
617,2022-02-22 8:00:00,10025320,734656,21636,2063,5002,659,64862,95514,103513,86442,54878,24768,15678,734,154082,378810,349512,6334,134185,{6A4F7192-1F24-42EE-BC2C-1230ED712D8D},9368,6.80072385,
618,2022-03-01 8:00:00,10113531,739176,21778,2071,5045,952,65343,96061,104162,86968,55264,24939,15797,741,154921,381261,351529,6353,134980,{3DB09151-C1BA-43AD-92F4-2BA4D150812F},2820,5.38860926,
619,2022-03-08 8:00:00,10224819,742724,21864,2078,5090,436,65724,96581,104600,87364,55550,25096,15901,737,155601,383103,353201,6420,135570,{D60DC988-51DB-45AD-B97E-611BEBC2D5E6},8130,4.40804215,
620,2022-03-15 8:00:00,10311152,745684,29467,2085,5133,375,66029,97007,105035,87676,55777,25219,15991,741,156140,384664,354536,6484,136069,{BC1602BC-A6A3-4AD3-B171-D596D5EBBFC0},6617,3.6752167,
621,2022-03-22 8:00:00,10402639,748407,29505,2088,5146,304,66343,97331,105394,88008,56004,25381,16138,744,156578,386095,355790,6522,136486,{59529285-DCD0-4E8B-8B0C-24E07E7AF35A},6037,3.38882016,
622,2022-03-29 8:00:00,10470646,750454,29850,2094,5178,619,66504,97534,105643,88223,56146,25470,16190,743,157129,387051,356852,6551,136872,{E15DC050-20E1-4AAF-B26A-832588A5D0D9},2009,2.91672414,
623,2022-04-05 8:00:00,10548019,752078,29939,2107,5205,255,66648,97679,105869,88438,56296,25571,16247,740,157417,387913,357607,6558,137173,{643EB81F-04CC-41C3-931F-B8EF37A193D9},5386,2.65235933,
624,2022-04-12 8:00:00,10624089,753939,29995,2114,5229,242,66821,97867,106136,88668,56484,25679,16311,731,157729,388905,358406,6628,137513,{60BFAC46-3165-4D0A-89FD-8913DE47BED1},5879,2.76258937,
625,2022-04-19 8:00:00,10701581,755863,30002,2121,5233,405,67006,98069,106400,88913,56646,25809,16357,728,158086,389936,359288,6639,137849,{C5BA2742-4A19-4D2D-9729-5A0C154C9AFB},5278,2.54229562,
626,2022-04-26 8:00:00,10781528,758715,30016,2129,5237,409,67270,98420,106796,89235,56888,25953,16440,721,158633,391483,360562,6670,138359,{1A3EFA2B-48CF-4583-8E25-3A9144C6996C},7180,2.95733586,
627,2022-05-04 8:00:00,10862391,763422,30025,2138,5244,837,67653,99096,107432,89735,57285,26160,16560,717,159608,394057,362649,6716,139176,{BA3AF39B-D9BA-4EC4-A9F3-6DC9CDD9B54A},6594,3.91891052,
628,2022-05-11 8:00:00,10942744,768368,30042,2152,5271,907,68071,99682,108155,90265,57707,26414,16693,703,160610,396747,364858,6763,140068,{634CA301-653E-43C4-8F59-7606F531469C},10793,4.8647661,
629,2022-05-18 8:00:00,11030345,775369,30058,2159,5282,1579,68743,100405,109248,91053,58288,26763,16851,697,161982,400608,367938,6823,141339,{7C8BC3A1-2A2C-460C-BC21-7264AD4D34E1},9611,5.84103724,
630,2022-05-25 8:00:00,11130963,784203,30211,2162,5288,1897,69470,101453,110542,92127,59068,27168,17084,692,163676,405563,371730,6910,142923,{9142954E-596F-45DB-8899-888FD18124CB},13982,7.26759785,
631,2022-06-01 8:00:00,11230695,792777,30267,2169,5303,1620,70117,102450,111777,93163,59884,27572,17299,688,165401,410277,375525,6975,144426,{F4F25FD3-BEAC-4DA9-8075-BD0FA0FB5BC2},12226,8.64087846,
632,2022-06-08 8:00:00,11313645,803293,30446,2178,5315,1646,70977,103597,113340,94432,60778,28056,17558,693,167488,415970,380251,7072,146374,{4BED4D25-0CCF-4DED-BBEC-DF5663E75016},10544,9.96266737,
633,2022-06-15 8:00:00,11409385,813035,30655,2183,5318,1773,71826,104487,114797,95689,61595,28518,17818,692,169327,421204,384649,7182,148286,{B1E359A5-A1D2-4B95-BD8A-4BA6B2B45B27},12412,10.7152051,
634,2022-06-22 8:00:00,11491962,822808,30853,2191,5332,1629,72653,105213,116270,97047,62520,28969,18044,690,171224,426540,389021,7247,150178,{A350BD75-4716-47D2-B3BD-8E59BFAF3EC2},9120,11.16270462,
635,2022-06-29 8:00:00,11562592,834049,31110,2203,5341,2048,73539,106055,118004,98527,63645,29538,18355,695,173381,432496,394187,7366,152310,{A93CE7F7-44F7-45F1-8AF9-3375AC97BF73},13106,12.0057695,
636,2022-07-06 8:00:00,11650773,844017,31390,2207,5357,1767,74403,106774,119458,99910,64638,30104,18686,702,175141,437802,398758,7457,154201,{CE025FB7-11BD-4D04-BF1D-E0CE778A2ABE},8995,13.10677472,
637,2022-07-13 8:00:00,11723767,857182,31477,2214,5370,2191,75539,107710,121458,101703,65984,30841,19131,713,177494,444762,404814,7606,156609,{96BDD527-C33C-4EE4-ADE5-ABECFE8C742F},12747,14.5162029,
638,2022-07-20 8:00:00,11802265,870079,31968,2222,5387,2007,76810,108660,123435,103396,67246,31566,19558,724,179736,451408,410885,7786,158948,{C7808487-8599-415A-8DBF-52355B5DFBD6},9564,15.75660761,
639,2022-07-27 8:00:00,11880425,881729,32350,2235,5409,1678,77890,109509,125060,104944,68365,32191,19972,733,181879,457471,416164,8094,161186,{4F82B12A-1A4D-44D1-9D08-883956FE5530},7040,15.70682634,
640,2022-08-03 8:00:00,11961542,891394,32694,2248,5424,1446,78762,110229,126492,106238,69334,32769,20304,740,183535,462612,420497,8285,162991,{806A40F7-64FD-44A2-8626-7782D675F4FA},8942,14.38249088,
641,2022-08-10 8:00:00,12027175,898520,33027,2256,5437,1017,79435,110782,127523,107179,70089,33185,20582,746,184761,466375,423727,8418,164238,{48AB781F-33C7-4B1E-8733-8DE66777395D},6748,12.90289608,
642,2022-08-17 8:00:00,12091676,903885,33441,2261,5448,859,79912,111205,128286,107897,70671,33561,20818,752,185621,469114,426260,8511,165162,{11F11FC6-15EA-4308-AAF3-B5521B834949},8783,10.97637819,
643,2022-08-24 8:00:00,12151236,908654,33777,2275,5456,844,80331,111619,128934,108573,71188,33901,21038,747,186373,471641,428458,8555,165950,{7C5EDF73-0C08-4D5A-A971-C4BE38035763},7920,9.10842247,
644,2022-08-31 8:00:00,12207648,912653,33992,2288,5464,753,80690,111993,129438,109092,71621,34168,21254,744,186984,473769,430269,8615,166669,{2A3F1C22-55EE-4A02-AA1F-BFFDCEF57B85},6528,7.83551202,
645,2022-09-07 8:00:00,12266584,915474,34313,2297,5474,538,80901,112249,129819,109461,71920,34386,21392,745,187453,475234,431587,8653,167148,{FCE92D1B-B70C-4F5A-96AB-C7C1FDC82789},6347,6.85837639,
646,2022-09-14 8:00:00,12320077,918279,34543,2302,5483,473,81076,112528,130216,109813,72243,34601,21553,749,187871,476696,432902,8681,167629,{543730A2-E0D5-4948-94FC-F3B82796B956},7176,5.74673794,
647,2022-09-21 8:00:00,12382578,919938,34742,2307,5487,266,81179,112678,130424,110041,72445,34732,21650,751,188136,477595,433638,8705,167902,{D44C9E2F-1C2B-4664-BAFC-39DC0ECD9484},10411,4.64075728,
648,2022-09-28 8:00:00,12444258,922131,34925,2311,5491,290,81338,112821,130715,110299,72689,34940,21799,751,188535,478850,434534,8747,168244,{92B5FDAE-B20C-4090-AD47-A7E24C37E5BC},6735,4.10932429,
649,2022-10-05 8:00:00,12497579,924478,35062,2312,5498,243,81473,112976,131041,110640,72980,35143,21919,752,188915,480066,435611,8801,168639,{634389C8-750D-4F0F-B020-E133F109CE74},5524,4.15735515,
